日付,曜日,工場売上,工場仕入,工場内粗利,工場内粗利利益率,ヤード売上,ヤード仕入,ヤード粗利,ヤード利益率,手数料他,工場内売上計,工場内仕入計,工場内粗利計,利益率
2022/10/13,木,3921740,2503480,1418260,0.361640496,894000,835720,58280,0.065190157,44572,4815740,3383772,1431968,0.297351601
2022/10/14,金,4964810,2150155,2814655,0.56692099,677620,283235,394385,0.582014994,32760,5642430,2466150,3176280,0.562927675
2022/10/15,土,4142400,1547770,2594630,0.626359115,911589,216450,695139,0.762557468,89980,5053989,1854200,3199789,0.633121481
2022/10/16,日,463270,0,463270,1,58800,37530,21270,0.361734694,8190,522070,45720,476350,0.912425537
2022/10/17,月,3807610,1759600,2048010,0.537872839,579000,186545,392455,0.677815199,22440,4386610,1968585,2418025,0.551228625
2022/10/18,火,4341320,2257660,2083660,0.479960012,705110,299250,405860,0.575598134,46730,5046430,2603640,2442790,0.484062991
2022/10/19,水,4769120,1984000,2785120,0.583990338,458380,148280,310100,0.676512937,77490,5227500,2209770,3017730,0.57727977
2022/10/20,木,5000550,1854365,3146185,0.629167792,594220,253375,340845,0.573600687,17700,5594770,2125440,3469330,0.620102346
2022/10/21,金,6818660,2464800,4353860,0.638521352,512300,483680,28620,0.055865704,100830,7330960,3049310,4281650,0.584050384
2022/10/22,土,4560360,1858960,2701400,0.592365515,1263645,192505,1071140,0.847658955,12950,5824005,2064415,3759590,0.645533443
2022/10/23,日,700,0,700,1,0,128395,-128395,0,0,700,128395,-127695,-182.4214286
2022/10/24,月,4960790,1630498,3330292,0.671322914,484280,205905,278375,0.574822417,51060,5445070,1887463,3557607,0.65336295
2022/10/25,火,6891180,2330900,4560280,0.661756042,478490,408985,69505,0.145259044,39450,7369670,2779335,4590335,0.62286846
2022/10/26,水,5708810,2700516,3008294,0.526956406,674700,125470,549230,0.814035868,36380,6383510,2862366,3521144,0.551599982
2022/10/27,木,4546390,3287175,1259215,0.2769703,844940,247025,597915,0.707641963,37130,5391330,3571330,1820000,0.337579039
2022/10/28,金,5591520,2261705,3329815,0.595511596,914100,238125,675975,0.739497867,34280,6505620,2534110,3971510,0.610473713
2022/10/29,土,6107590,1959810,4147780,0.679118932,243805,294550,-50745,-0.208137651,97600,6351395,2351960,3999435,0.629693949
2022/10/30,日,1157910,0,1157910,1,547730,122880,424850,0.775655889,11540,1705640,134420,1571220,0.921190873
2022/10/31,月,5245412,2032317,3213095,0.612553409,1522717,278455,1244262,0.817132796,97482,6768129,2408254,4359875,0.64417729
2022/11/1,火,4922930,2189068,2733862,0.555332292,1089535,502715,586820,0.538596741,87100,6012465,2778883,3233582,0.537813027
2022/11/2,水,4821770,1908887,2912883,0.604110731,259710,278780,-19070,-0.073428054,33630,5081480,2221297,2860183,0.562864166
2022/11/3,木,2278120,726415,1551705,0.681134005,239070,133785,105285,0.440394027,4880,2517190,865080,1652110,0.656331068
2022/11/4,金,3581460,2609025,972435,0.271519157,778560,197035,581525,0.746923808,62130,4360020,2868190,1491830,0.342161274
2022/11/5,土,5460190,2931770,2528420,0.463064472,711450,75235,636215,0.894251177,23430,6171640,3030435,3141205,0.508974114
2022/11/6,日,1155150,0,1155150,1,0,457040,-457040,0,3510,1155150,460550,694600,0.60130719
2022/11/7,月,4294490,1418720,2875770,0.669641797,534440,51660,482780,0.903338073,47900,4828930,1518280,3310650,0.685586662
2022/11/8,火,5172820,2388350,2784470,0.538288593,497665,242865,254800,0.511990998,68480,5670485,2699695,2970790,0.52390404
2022/11/9,水,4740480,2797227,1943253,0.409927476,643510,170885,472625,0.734448571,19350,5383990,2987462,2396528,0.445121183
2022/11/10,木,5092665,2022880,3069785,0.602785575,293170,177795,115375,0.393542996,48060,5385835,2248735,3137100,0.582472356
2022/11/11,金,5172465,1337930,3834535,0.741336094,887725,507615,380110,0.428184404,27150,6060190,1872695,4187495,0.690984111
2022/11/12,土,4442890,2195050,2247840,0.505940953,723870,159090,564780,0.780222968,110040,5166760,2464180,2702580,0.523070551
2022/11/13,日,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/11/14,月,4639070,1128754,3510316,0.756685284,747540,141535,606005,0.81066565,0,5386610,1270289,4116321,0.764176541
2022/11/15,火,4393860,1905560,2488300,0.566312991,511780,91830,419950,0.820567431,8670,4905640,2006060,2899580,0.591070686
2022/11/16,水,5329570,1262800,4066770,0.763057808,384705,317060,67645,0.17583603,24320,5714275,1604180,4110095,0.719267974
2022/11/17,木,5275285,2549698,2725587,0.516671042,239585,213800,25785,0.107623599,22270,5514870,2785768,2729102,0.494862436
2022/11/18,金,5489655,2453013,3036642,0.553157166,952415,594400,358015,0.375902311,359880,6442070,3407293,3034777,0.471087244
2022/11/19,土,4089240,1647760,2441480,0.597049819,1451810,538360,913450,0.629180127,78960,5541050,2265080,3275970,0.591218271
2022/11/20,日,961120,0,961120,1,337940,116475,221465,0.655338226,1040,1299060,117515,1181545,0.909538435
2022/11/21,月,5121145,1468870,3652275,0.713175472,581000,246120,334880,0.576385542,80970,5702145,1795960,3906185,0.685037823
2022/11/22,火,4644160,2919070,1725090,0.371453611,902065,331835,570230,0.632138482,41290,5546225,3292195,2254030,0.406407962
2022/11/23,水,3347140,1056665,2290475,0.684308096,152600,257010,-104410,-0.684207077,15000,3499740,1328675,2171065,0.620350369
2022/11/24,木,4571160,2385005,2186155,0.478249503,628320,355245,273075,0.434611345,60320,5199480,2800570,2398910,0.461374984
2022/11/25,金,4809250,2169370,2639880,0.548917191,749170,230715,518455,0.69203919,206070,5558420,2606155,2952265,0.531133847
2022/11/26,土,4650830,2063449,2587381,0.55632672,1828118,487575,1340543,0.733291286,13880,6478948,2564904,3914044,0.604117212
2022/11/27,日,1287270,0,1287270,1,114700,285400,-170700,-1.488230166,0,1401970,285400,1116570,0.79642931
2022/11/28,月,5092680,1959790,3132890,0.615175114,1244215,636880,607335,0.488127052,24730,6336895,2621400,3715495,0.586327373
2022/11/29,火,5233230,3152955,2080275,0.397512626,359210,63915,295295,0.822067871,20720,5592440,3237590,2354850,0.421077383
2022/11/30,水,5126836,1439840,3686996,0.71915622,367660,229060,138600,0.37697873,85464,5494496,1754364,3740132,0.6807052
2022/12/1,木,4020360,2230270,1790090,0.445256146,430898,94500,336398,0.780690558,72100,4451258,2396870,2054388,0.461529752
2022/12/2,金,4534340,1982415,2551925,0.562799658,735710,468000,267710,0.36387979,30,5270050,2450445,2819605,0.535024336
2022/12/3,土,4236740,3207933,1028807,0.242829864,1186810,285830,900980,0.759161113,2100,5423550,3495863,1927687,0.355429009
2022/12/4,日,1383910,0,1383910,1,0,292410,-292410,0,9450,1383910,301860,1082050,0.781878879
2022/12/5,月,3868220,770120,3098100,0.800911013,438480,147400,291080,0.663838716,19500,4306700,937020,3369680,0.782427381
2022/12/6,火,4663170,3054460,1608710,0.344982062,532755,89230,443525,0.83251213,30090,5195925,3173780,2022145,0.38917902
2022/12/7,水,4041550,1378620,2662930,0.658888298,1068220,234605,833615,0.780377638,0,5109770,1613225,3496545,0.684286181
2022/12/8,木,5672690,2738320,2934370,0.517280162,981473,115690,865783,0.882126151,69720,6654163,2923730,3730433,0.560616414
2022/12/9,金,4468950,2301470,2167480,0.485008783,709957,251460,458497,0.645809535,75210,5178907,2628140,2550767,0.492529988
2022/12/10,土,4815260,2814190,2001070,0.415568422,344950,330405,14545,0.042165531,23580,5160210,3168175,1992035,0.386037584
2022/12/11,日,841030,0,841030,1,42280,345960,-303680,-7.182592242,4450,883310,350410,532900,0.603298955
2022/12/12,月,4130030,1650550,2479480,0.600353993,745740,48200,697540,0.935366213,9990,4875770,1708740,3167030,0.649544585
2022/12/13,火,5634250,2773740,2860510,0.507700226,764170,91550,672620,0.880196815,17710,6398420,2883000,3515420,0.549420013
2022/12/14,水,4432190,1744030,2688160,0.606508295,590380,65810,524570,0.888529422,0,5022570,1809840,3212730,0.639658581
2022/12/15,木,4975070,1663110,3311960,0.665711236,287830,149100,138730,0.481985894,77400,5262900,1889610,3373290,0.640956507
2022/12/16,金,5964000,2402105,3561895,0.597232562,505770,234065,271705,0.53721059,56910,6469770,2693080,3776690,0.58374409
2022/12/17,土,6161480,1384100,4777380,0.775362413,897930,357710,540220,0.601628189,99130,7059410,1840940,5218470,0.739221833
2022/12/18,日,1371950,0,1371950,1,0,97815,-97815,0,21330,1371950,119145,1252805,0.913156456
2022/12/19,月,6216295,1620195,4596100,0.739363238,799065,1255855,-456790,-0.571655623,134290,7015360,3010340,4005020,0.570893012
2022/12/20,火,6415490,2808650,3606840,0.562208031,368700,269355,99345,0.269446705,59460,6784190,3137465,3646725,0.537532852
2022/12/21,水,5880680,3236121,2644559,0.449702926,1100291,257360,842931,0.766098241,20450,6980971,3513931,3467040,0.496641513
2022/12/22,木,6259010,3546030,2712980,0.433451936,428300,72260,356040,0.831286481,99350,6687310,3717640,2969670,0.44407542
2022/12/23,金,6509620,3508686,3000934,0.460999874,786530,317715,468815,0.596054823,69814,7296150,3896215,3399935,0.465990283
2022/12/24,土,7323310,3539827,3783483,0.516635647,691515,408960,282555,0.40860285,18850,8014825,3967637,4047188,0.504962741
2022/12/25,日,1158270,0,1158270,1,68350,205905,-137555,-2.012509144,11070,1226620,216975,1009645,0.823111477
2022/12/26,月,6487960,2391090,4096870,0.631457346,1045065,59455,985610,0.943108802,68250,7533025,2518795,5014230,0.665632996
2022/12/27,火,7964760,3874440,4090320,0.513552197,404030,463690,-59660,-0.147662302,106080,8368790,4444210,3924580,0.468954293
2022/12/28,水,8148935,2573450,5575485,0.684197996,1433835,880195,553640,0.386125321,114790,9582770,3568435,6014335,0.627619676
2022/12/29,木,6158955,961570,5197385,0.843874488,469750,161990,307760,0.655156998,56090,6628705,1179650,5449055,0.822039146
2022/12/30,金,0,536500,-536500,0,474895,0,474895,1,0,474895,536500,-61605,-0.129723413
2022/12/31,土,131565,248380,-116815,-0.887888116,0,0,0,0,315015,131565,563395,-431830,-3.282255919
